25/11031 correct=2 acc=0.080
2850/11031 correct=78 acc=0.027
2875/11031 correct=78 acc=0.027
2900/11031 correct=78 acc=0.027
2925/11031 correct=78 acc=0.027
2950/11031 correct=78 acc=0.026
2975/11031 correct=78 acc=0.026
3000/11031 correct=78 acc=0.026
3025/11031 correct=78 acc=0.026
3050/11031 correct=78 acc=0.026
3075/11031 correct=78 acc=0.025
3100/11031 correct=78 acc=0.025
3125/11031 correct=79 acc=0.025
3150/11031 correct=79 acc=0.025
3175/11031 correct=80 acc=0.025
3200/11031 correct=81 acc=0.025
3225/11031 correct=81 acc=0.025
3250/11031 correct=81 acc=0.025
3275/11031 correct=81 acc=0.025
3300/11031 correct=81 acc=0.025
3325/11031 correct=81 acc=0.024
3350/11031 correct=81 acc=0.024
3375/11031 correct=81 acc=0.024
3400/11031 correct=81 acc=0.024
3425/11031 correct=81 acc=0.024
3450/11031 correct=86 acc=0.025
3475/11031 correct=96 acc=0.028
3500/11031 correct=104 acc=0.030
3525/11031 correct=110 acc=0.031
3550/11031 correct=120 acc=0.034
3575/11031 correct=133 acc=0.037
3600/11031 correct=142 acc=0.039
3625/11031 correct=154 acc=0.042
3650/11031 correct=165 acc=0.045
3675/11031 correct=178 acc=0.048
3700/11031 correct=184 acc=0.050
3725/11031 correct=184 acc=0.049
3750/11031 correct=185 acc=0.049
3775/11031 correct=185 acc=0.049
3800/11031 correct=185 acc=0.049
3825/11031 correct=185 acc=0.048
3850/11031 correct=187 acc=0.049
3875/11031 correct=193 acc=0.050
3900/11031 correct=200 acc=0.051
3925/11031 correct=204 acc=0.052
3950/11031 correct=210 acc=0.053
3975/11031 correct=215 acc=0.054
4000/11031 correct=216 acc=0.054
4025/11031 correct=222 acc=0.055
4050/11031 correct=224 acc=0.055
4075/11031 correct=227 acc=0.056
4100/11031 correct=230 acc=0.056
4125/11031 correct=230 acc=0.056
4150/11031 correct=233 acc=0.056
4175/11031 correct=236 acc=0.057
4200/11031 correct=237 acc=0.056
4225/11031 correct=241 acc=0.057
4250/11031 correct=243 acc=0.057
4275/11031 correct=247 acc=0.058
4300/11031 correct=249 acc=0.058
4325/11031 correct=251 acc=0.058
4350/11031 correct=251 acc=0.058
4375/11031 correct=252 acc=0.058
4400/11031 correct=252 acc=0.057
4425/11031 correct=252 acc=0.057
4450/11031 correct=253 acc=0.057
4475/11031 correct=253 acc=0.057
4500/11031 correct=253 acc=0.056
4525/11031 correct=253 acc=0.056
4550/11031 correct=254 acc=0.056
4575/11031 correct=254 acc=0.056
4600/11031 correct=256 acc=0.056
4625/11031 correct=263 acc=0.057
4650/11031 correct=265 acc=0.057
4675/11031 correct=268 acc=0.057
4700/11031 correct=270 acc=0.057
4725/11031 correct=272 acc=0.058
4750/11031 correct=277 acc=0.058
4775/11031 correct=277 acc=0.058
4800/11031 correct=277 acc=0.058
4825/11031 correct=277 acc=0.057
4850/11031 correct=277 acc=0.057
4875/11031 correct=277 acc=0.057
4900/11031 correct=277 acc=0.057
4925/11031 correct=277 acc=0.056
4950/11031 correct=277 acc=0.056
4975/11031 correct=277 acc=0.056
5000/11031 correct=277 acc=0.055
5025/11031 correct=277 acc=0.055
5050/11031 correct=277 acc=0.055
5075/11031 correct=277 acc=0.055
5100/11031 correct=277 acc=0.054
5125/11031 correct=277 acc=0.054
5150/11031 correct=277 acc=0.054
5175/11031 correct=277 acc=0.054
5200/11031 correct=277 acc=0.053
5225/11031 correct=277 acc=0.053
5250/11031 correct=277 acc=0.053
5275/11031 correct=277 acc=0.053
5300/11031 correct=277 acc=0.052
5325/11031 correct=277 acc=0.052
5350/11031 correct=277 acc=0.052
5375/11031 correct=277 acc=0.052
5400/11031 correct=277 acc=0.051
5425/11031 correct=277 acc=0.051
5450/11031 correct=277 acc=0.051
5475/11031 correct=277 acc=0.051
5500/11031 correct=277 acc=0.050
5525/11031 correct=277 acc=0.050
5550/11031 correct=277 acc=0.050
5575/11031 correct=277 acc=0.050
5600/11031 correct=277 acc=0.049
5625/11031 correct=277 acc=0.049
5650/11031 correct=277 acc=0.049
5675/11031 correct=277 acc=0.049
5700/11031 correct=277 acc=0.049
5725/11031 correct=277 acc=0.048
5750/11031 correct=277 acc=0.048
5775/11031 correct=277 acc=0.048
5800/11031 correct=277 acc=0.048
5825/11031 correct=277 acc=0.048
5850/11031 correct=277 acc=0.047
5875/11031 correct=277 acc=0.047
5900/11031 correct=277 acc=0.047
5925/11031 correct=277 acc=0.047
5950/11031 correct=277 acc=0.047
5975/11031 correct=277 acc=0.046
6000/11031 correct=277 acc=0.046
6025/11031 correct=277 acc=0.046
6050/11031 correct=277 acc=0.046
6075/11031 correct=277 acc=0.046
6100/11031 correct=277 acc=0.045
6125/11031 correct=277 acc=0.045
6150/11031 correct=277 acc=0.045
6175/11031 correct=277 acc=0.045
6200/11031 correct=277 acc=0.045
6225/11031 correct=277 acc=0.044
6250/11031 correct=277 acc=0.044
6275/11031 correct=277 acc=0.044
6300/11031 correct=277 acc=0.044
6325/11031 correct=277 acc=0.044
6350/11031 correct=277 acc=0.044
6375/11031 correct=277 acc=0.043
6400/11031 correct=277 acc=0.043
6425/11031 correct=278 acc=0.043
6450/11031 correct=278 acc=0.043
6475/11031 correct=278 acc=0.043
6500/11031 correct=279 acc=0.043
6525/11031 correct=279 acc=0.043
6550/11031 correct=279 acc=0.043
6575/11031 correct=279 acc=0.042
6600/11031 correct=279 acc=0.042
6625/11031 correct=279 acc=0.042
6650/11031 correct=279 acc=0.042
6675/11031 correct=279 acc=0.042
6700/11031 correct=279 acc=0.042
6725/11031 correct=279 acc=0.041
6750/11031 correct=279 acc=0.041
6775/11031 correct=279 acc=0.041
6800/11031 correct=279 acc=0.041
6825/11031 correct=279 acc=0.041
6850/11031 correct=279 acc=0.041
6875/11031 correct=279 acc=0.041
6900/11031 correct=279 acc=0.040
6925/11031 correct=279 acc=0.040
6950/11031 correct=279 acc=0.040
6975/11031 correct=279 acc=0.040
7000/11031 correct=279 acc=0.040
7025/11031 correct=279 acc=0.040
7050/11031 correct=279 acc=0.040
7075/11031 correct=279 acc=0.039
7100/11031 correct=279 acc=0.039
7125/11031 correct=279 acc=0.039
7150/11031 correct=279 acc=0.039
7175/11031 correct=279 acc=0.039
7200/11031 correct=279 acc=0.039
7225/11031 correct=279 acc=0.039
7250/11031 correct=279 acc=0.038
7275/11031 correct=279 acc=0.038
7300/11031 correct=279 acc=0.038
7325/11031 correct=279 acc=0.038
7350/11031 correct=279 acc=0.038
7375/11031 correct=279 acc=0.038
7400/11031 correct=279 acc=0.038
7425/11031 correct=279 acc=0.038
7450/11031 correct=279 acc=0.037
7475/11031 correct=279 acc=0.037
7500/11031 correct=279 acc=0.037
7525/11031 correct=279 acc=0.037
7550/11031 correct=279 acc=0.037
7575/11031 correct=279 acc=0.037
7600/11031 correct=279 acc=0.037
7625/11031 correct=279 acc=0.037
7650/11031 correct=279 acc=0.036
7675/11031 correct=279 acc=0.036
7700/11031 correct=279 acc=0.036
7725/11031 correct=279 acc=0.036
7750/11031 correct=279 acc=0.036
7775/11031 correct=279 acc=0.036
7800/11031 correct=279 acc=0.036
7825/11031 correct=279 acc=0.036
7850/11031 correct=279 acc=0.036
7875/11031 correct=279 acc=0.035
7900/11031 correct=279 acc=0.035
7925/11031 correct=279 acc=0.035
7950/11031 correct=279 acc=0.035
7975/11031 correct=279 acc=0.035
8000/11031 correct=279 acc=0.035
8025/11031 correct=279 acc=0.035
8050/11031 correct=279 acc=0.035
8075/11031 correct=279 acc=0.035
8100/11031 correct=279 acc=0.034
8125/11031 correct=279 acc=0.034
8150/11031 correct=279 acc=0.034
8175/11031 correct=279 acc=0.034
8200/11031 correct=279 acc=0.034
8225/11031 correct=279 acc=0.034
8250/11031 correct=279 acc=0.034
8275/11031 correct=279 acc=0.034
8300/11031 correct=279 acc=0.034
8325/11031 correct=279 acc=0.034
8350/11031 correct=279 acc=0.033
8375/11031 correct=279 acc=0.033
8400/11031 correct=279 acc=0.033
8425/11031 correct=279 acc=0.033
8450/11031 correct=279 acc=0.033
8475/11031 correct=279 acc=0.033
8500/11031 correct=279 acc=0.033
8525/11031 correct=279 acc=0.033
8550/11031 correct=279 acc=0.033
8575/11031 correct=279 acc=0.033
8600/11031 correct=279 acc=0.032
8625/11031 correct=279 acc=0.032
8650/11031 correct=279 acc=0.032
8675/11031 correct=279 acc=0.032
8700/11031 correct=279 acc=0.032
8725/11031 correct=279 acc=0.032
8750/11031 correct=279 acc=0.032
8775/11031 correct=279 acc=0.032
8800/11031 correct=279 acc=0.032
8825/11031 correct=279 acc=0.032
8850/11031 correct=279 acc=0.032
8875/11031 correct=279 acc=0.031
8900/11031 correct=279 acc=0.031
8925/11031 correct=279 acc=0.031
8950/11031 correct=279 acc=0.031
8975/11031 correct=279 acc=0.031
9000/11031 correct=279 acc=0.031
9025/11031 correct=279 acc=0.031
9050/11031 correct=279 acc=0.031
9075/11031 correct=279 acc=0.031
9100/11031 correct=279 acc=0.031
9125/11031 correct=279 acc=0.031
9150/11031 correct=279 acc=0.030
9175/11031 correct=279 acc=0.030
9200/11031 correct=279 acc=0.030
9225/11031 correct=279 acc=0.030
9250/11031 correct=279 acc=0.030
9275/11031 correct=279 acc=0.030
9300/11031 correct=279 acc=0.030
9325/11031 correct=279 acc=0.030
9350/11031 correct=279 acc=0.030
9375/11031 correct=279 acc=0.030
9400/11031 correct=279 acc=0.030
9425/11031 correct=279 acc=0.030
9450/11031 correct=279 acc=0.030
9475/11031 correct=279 acc=0.029
9500/11031 correct=279 acc=0.029
9525/11031 correct=279 acc=0.029
9550/11031 correct=279 acc=0.029
9575/11031 correct=279 acc=0.029
9600/11031 correct=279 acc=0.029
9625/11031 correct=279 acc=0.029
9650/11031 correct=279 acc=0.029
9675/11031 correct=279 acc=0.029
9700/11031 correct=279 acc=0.029
9725/11031 correct=279 acc=0.029
9750/11031 correct=279 acc=0.029
9775/11031 correct=279 acc=0.029
9800/11031 correct=279 acc=0.028
9825/11031 correct=279 acc=0.028
9850/11031 correct=279 acc=0.028
9875/11031 correct=279 acc=0.028
9900/11031 correct=279 acc=0.028
9925/11031 correct=279 acc=0.028
9950/11031 correct=279 acc=0.028
9975/11031 correct=279 acc=0.028
10000/11031 correct=279 acc=0.028
10025/11031 correct=279 acc=0.028
10050/11031 correct=279 acc=0.028
10075/11031 correct=279 acc=0.028
10100/11031 correct=279 acc=0.028
10125/11031 correct=279 acc=0.028
10150/11031 correct=279 acc=0.027
10175/11031 correct=279 acc=0.027
10200/11031 correct=279 acc=0.027
10225/11031 correct=279 acc=0.027
10250/11031 correct=279 acc=0.027
10275/11031 correct=279 acc=0.027
10300/11031 correct=279 acc=0.027
10325/11031 correct=279 acc=0.027
10350/11031 correct=279 acc=0.027
10375/11031 correct=279 acc=0.027
10400/11031 correct=279 acc=0.027
10425/11031 correct=279 acc=0.027
10450/11031 correct=279 acc=0.027
10475/11031 correct=279 acc=0.027
10500/11031 correct=279 acc=0.027
10525/11031 correct=279 acc=0.027
10550/11031 correct=279 acc=0.026
10575/11031 correct=279 acc=0.026
10600/11031 correct=279 acc=0.026
10625/11031 correct=279 acc=0.026
10650/11031 correct=279 acc=0.026
10675/11031 correct=279 acc=0.026
10700/11031 correct=279 acc=0.026
10725/11031 correct=279 acc=0.026
10750/11031 correct=279 acc=0.026
10775/11031 correct=279 acc=0.026
10800/11031 correct=279 acc=0.026
10825/11031 correct=279 acc=0.026
10850/11031 correct=279 acc=0.026
10875/11031 correct=280 acc=0.026
10900/11031 correct=280 acc=0.026
10925/11031 correct=280 acc=0.026
10950/11031 correct=280 acc=0.026
10975/11031 correct=280 acc=0.026
11000/11031 correct=280 acc=0.025
11025/11031 correct=280 acc=0.025
11031/11031 correct=280 acc=0.025
{
  "started_at": "2026-07-07T14:00:56.033967+00:00",
  "finished_at": "2026-07-07T20:43:43.668093+00:00",
  "base_url": "http://127.0.0.1:8888/v1",
  "model": "SubTokenLLM",
  "prompt_strategy": "symbolic_proof",
  "prompt_strategy_description": "Symbolic translation or proof sketch before final answer.",
  "prompt_template": "{input}\n\nTranslate the problem into compact symbols, equations, constraints, or a proof sketch when useful. Then solve.\nEnd with exactly one line in this format: The final answer is: <answer>",
  "self_consistency_k": 1,
  "system_messages_sent": 0,
  "request_message_shape": [
    {
      "role": "user",
      "content": "<benchmark prompt>"
    }
  ],
  "limit_per_task": null,
  "parallel": 2,
  "max_tokens": 256,
  "temperature": 0.0,
  "benchmarks": [
    {
      "benchmark": "bbeh",
      "correct": 1,
      "total": 4520,
      "micro_accuracy": 0.00022123893805309734,
      "macro_accuracy": 0.0002173913043478261,
      "harmonic_task_accuracy": 0.0,
      "tasks": 23
    },
    {
      "benchmark": "bbh",
      "correct": 279,
      "total": 6511,
      "micro_accuracy": 0.04285056058977116,
      "macro_accuracy": 0.04406491251062048,
      "harmonic_task_accuracy": 0.0,
      "tasks": 27
    }
  ],
  "tasks": [
    {
      "benchmark": "bbeh",
      "task": "bbeh_boardgame_qa",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_boolean_expressions",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_buggy_tables",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_causal_understanding",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_disambiguation_qa",
      "correct": 0,
      "total": 120,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_dyck_languages",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_geometric_shapes",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_hyperbaton",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_linguini",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_movie_recommendation",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_multistep_arithmetic",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_nycc",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_counting",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_properties",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sarc_triples",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_shuffled_objects",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_spatial_reasoning",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sportqa",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_temporal_sequence",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_time_arithmetic",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_web_of_lies",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_word_sorting",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_zebra_puzzles",
      "correct": 1,
      "total": 200,
      "accuracy": 0.005
    },
    {
      "benchmark": "bbh",
      "task": "boolean_expressions",
      "correct": 29,
      "total": 250,
      "accuracy": 0.116
    },
    {
      "benchmark": "bbh",
      "task": "causal_judgement",
      "correct": 25,
      "total": 187,
      "accuracy": 0.13368983957219252
    },
    {
      "benchmark": "bbh",
      "task": "date_understanding",
      "correct": 13,
      "total": 250,
      "accuracy": 0.052
    },
    {
      "benchmark": "bbh",
      "task": "disambiguation_qa",
      "correct": 8,
      "total": 250,
      "accuracy": 0.032
    },
    {
      "benchmark": "bbh",
      "task": "dyck_languages",
      "correct": 1,
      "total": 250,
      "accuracy": 0.004
    },
    {
      "benchmark": "bbh",
      "task": "formal_fallacies",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "geometric_shapes",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "hyperbaton",
      "correct": 1,
      "total": 250,
      "accuracy": 0.004
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_five_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_seven_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_three_objects",
      "correct": 1,
      "total": 250,
      "accuracy": 0.004
    },
    {
      "benchmark": "bbh",
      "task": "movie_recommendation",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "multistep_arithmetic_two",
      "correct": 2,
      "total": 250,
      "accuracy": 0.008
    },
    {
      "benchmark": "bbh",
      "task": "navigate",
      "correct": 1,
      "total": 250,
      "accuracy": 0.004
    },
    {
      "benchmark": "bbh",
      "task": "object_counting",
      "correct": 103,
      "total": 250,
      "accuracy": 0.412
    },
    {
      "benchmark": "bbh",
      "task": "penguins_in_a_table",
      "correct": 1,
      "total": 146,
      "accuracy": 0.00684931506849315
    },
    {
      "benchmark": "bbh",
      "task": "reasoning_about_colored_objects",
      "correct": 44,
      "total": 250,
      "accuracy": 0.176
    },
    {
      "benchmark": "bbh",
      "task": "ruin_names",
      "correct": 22,
      "total": 250,
      "accuracy": 0.088
    },
    {
      "benchmark": "bbh",
      "task": "salient_translation_error_detection",
      "correct": 3,
      "total": 250,
      "accuracy": 0.012
    },
    {
      "benchmark": "bbh",
      "task": "snarks",
      "correct": 23,
      "total": 178,
      "accuracy": 0.12921348314606743
    },
    {
      "benchmark": "bbh",
      "task": "sports_understanding",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "temporal_sequences",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_five_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_seven_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_three_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "web_of_lies",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "word_sorting",
      "correct": 2,
      "total": 250,
      "accuracy": 0.008
    }
  ]
}
