25/11031 correct=22 acc=0.880
1725/11031 correct=690 acc=0.400
1750/11031 correct=714 acc=0.408
1775/11031 correct=736 acc=0.415
1800/11031 correct=757 acc=0.421
1825/11031 correct=780 acc=0.427
1850/11031 correct=801 acc=0.433
1875/11031 correct=825 acc=0.440
1900/11031 correct=848 acc=0.446
1925/11031 correct=869 acc=0.451
1950/11031 correct=879 acc=0.451
1975/11031 correct=884 acc=0.448
2000/11031 correct=887 acc=0.444
2025/11031 correct=891 acc=0.440
2050/11031 correct=892 acc=0.435
2075/11031 correct=896 acc=0.432
2100/11031 correct=900 acc=0.429
2125/11031 correct=904 acc=0.425
2150/11031 correct=910 acc=0.423
2175/11031 correct=917 acc=0.422
2200/11031 correct=920 acc=0.418
2225/11031 correct=920 acc=0.413
2250/11031 correct=923 acc=0.410
2275/11031 correct=924 acc=0.406
2300/11031 correct=925 acc=0.402
2325/11031 correct=927 acc=0.399
2350/11031 correct=927 acc=0.394
2375/11031 correct=928 acc=0.391
2400/11031 correct=928 acc=0.387
2425/11031 correct=928 acc=0.383
2450/11031 correct=941 acc=0.384
2475/11031 correct=963 acc=0.389
2500/11031 correct=985 acc=0.394
2525/11031 correct=1010 acc=0.400
2550/11031 correct=1034 acc=0.405
2575/11031 correct=1058 acc=0.411
2600/11031 correct=1082 acc=0.416
2625/11031 correct=1104 acc=0.421
2650/11031 correct=1128 acc=0.426
2675/11031 correct=1152 acc=0.431
2700/11031 correct=1160 acc=0.430
2725/11031 correct=1161 acc=0.426
2750/11031 correct=1163 acc=0.423
2775/11031 correct=1163 acc=0.419
2800/11031 correct=1163 acc=0.415
2825/11031 correct=1165 acc=0.412
2850/11031 correct=1165 acc=0.409
2875/11031 correct=1165 acc=0.405
2900/11031 correct=1165 acc=0.402
2925/11031 correct=1166 acc=0.399
2950/11031 correct=1180 acc=0.400
2975/11031 correct=1200 acc=0.403
3000/11031 correct=1224 acc=0.408
3025/11031 correct=1245 acc=0.412
3050/11031 correct=1265 acc=0.415
3075/11031 correct=1288 acc=0.419
3100/11031 correct=1310 acc=0.423
3125/11031 correct=1335 acc=0.427
3150/11031 correct=1357 acc=0.431
3175/11031 correct=1378 acc=0.434
3200/11031 correct=1393 acc=0.435
3225/11031 correct=1409 acc=0.437
3250/11031 correct=1421 acc=0.437
3275/11031 correct=1432 acc=0.437
3300/11031 correct=1443 acc=0.437
3325/11031 correct=1458 acc=0.438
3350/11031 correct=1470 acc=0.439
3375/11031 correct=1482 acc=0.439
3400/11031 correct=1492 acc=0.439
3425/11031 correct=1506 acc=0.440
3450/11031 correct=1523 acc=0.441
3475/11031 correct=1548 acc=0.445
3500/11031 correct=1572 acc=0.449
3525/11031 correct=1596 acc=0.453
3550/11031 correct=1621 acc=0.457
3575/11031 correct=1646 acc=0.460
3600/11031 correct=1671 acc=0.464
3625/11031 correct=1695 acc=0.468
3650/11031 correct=1719 acc=0.471
3675/11031 correct=1744 acc=0.475
3700/11031 correct=1765 acc=0.477
3725/11031 correct=1788 acc=0.480
3750/11031 correct=1811 acc=0.483
3775/11031 correct=1835 acc=0.486
3800/11031 correct=1859 acc=0.489
3825/11031 correct=1881 acc=0.492
3850/11031 correct=1905 acc=0.495
3875/11031 correct=1930 acc=0.498
3900/11031 correct=1955 acc=0.501
3925/11031 correct=1979 acc=0.504
3950/11031 correct=2003 acc=0.507
3975/11031 correct=2027 acc=0.510
4000/11031 correct=2051 acc=0.513
4025/11031 correct=2075 acc=0.516
4050/11031 correct=2098 acc=0.518
4075/11031 correct=2120 acc=0.520
4100/11031 correct=2138 acc=0.521
4125/11031 correct=2154 acc=0.522
4150/11031 correct=2169 acc=0.523
4175/11031 correct=2187 acc=0.524
4200/11031 correct=2203 acc=0.525
4225/11031 correct=2220 acc=0.525
4250/11031 correct=2239 acc=0.527
4275/11031 correct=2258 acc=0.528
4300/11031 correct=2275 acc=0.529
4325/11031 correct=2293 acc=0.530
4350/11031 correct=2308 acc=0.531
4375/11031 correct=2321 acc=0.531
4400/11031 correct=2337 acc=0.531
4425/11031 correct=2348 acc=0.531
4450/11031 correct=2365 acc=0.531
4475/11031 correct=2380 acc=0.532
4500/11031 correct=2396 acc=0.532
4525/11031 correct=2410 acc=0.533
4550/11031 correct=2427 acc=0.533
4575/11031 correct=2441 acc=0.534
4600/11031 correct=2458 acc=0.534
4625/11031 correct=2477 acc=0.536
4650/11031 correct=2491 acc=0.536
4675/11031 correct=2504 acc=0.536
4700/11031 correct=2521 acc=0.536
4725/11031 correct=2533 acc=0.536
4750/11031 correct=2548 acc=0.536
4775/11031 correct=2559 acc=0.536
4800/11031 correct=2561 acc=0.534
4825/11031 correct=2565 acc=0.532
4850/11031 correct=2565 acc=0.529
4875/11031 correct=2568 acc=0.527
4900/11031 correct=2574 acc=0.525
4925/11031 correct=2578 acc=0.523
4950/11031 correct=2584 acc=0.522
4975/11031 correct=2586 acc=0.520
5000/11031 correct=2590 acc=0.518
5025/11031 correct=2601 acc=0.518
5050/11031 correct=2616 acc=0.518
5075/11031 correct=2631 acc=0.518
5100/11031 correct=2648 acc=0.519
5125/11031 correct=2668 acc=0.521
5150/11031 correct=2687 acc=0.522
5175/11031 correct=2705 acc=0.523
5200/11031 correct=2726 acc=0.524
5225/11031 correct=2740 acc=0.524
5250/11031 correct=2756 acc=0.525
5275/11031 correct=2762 acc=0.524
5300/11031 correct=2763 acc=0.521
5325/11031 correct=2765 acc=0.519
5350/11031 correct=2766 acc=0.517
5375/11031 correct=2767 acc=0.515
5400/11031 correct=2767 acc=0.512
5425/11031 correct=2767 acc=0.510
5450/11031 correct=2769 acc=0.508
5475/11031 correct=2769 acc=0.506
5500/11031 correct=2771 acc=0.504
5525/11031 correct=2771 acc=0.502
5550/11031 correct=2771 acc=0.499
5575/11031 correct=2771 acc=0.497
5600/11031 correct=2771 acc=0.495
5625/11031 correct=2771 acc=0.493
5650/11031 correct=2771 acc=0.490
5675/11031 correct=2771 acc=0.488
5700/11031 correct=2771 acc=0.486
5725/11031 correct=2771 acc=0.484
5750/11031 correct=2771 acc=0.482
5775/11031 correct=2784 acc=0.482
5800/11031 correct=2804 acc=0.483
5825/11031 correct=2827 acc=0.485
5850/11031 correct=2848 acc=0.487
5875/11031 correct=2871 acc=0.489
5900/11031 correct=2894 acc=0.491
5925/11031 correct=2915 acc=0.492
5950/11031 correct=2937 acc=0.494
5975/11031 correct=2960 acc=0.495
6000/11031 correct=2985 acc=0.497
6025/11031 correct=2999 acc=0.498
6050/11031 correct=3002 acc=0.496
6075/11031 correct=3007 acc=0.495
6100/11031 correct=3010 acc=0.493
6125/11031 correct=3014 acc=0.492
6150/11031 correct=3017 acc=0.491
6175/11031 correct=3019 acc=0.489
6200/11031 correct=3020 acc=0.487
6225/11031 correct=3025 acc=0.486
6250/11031 correct=3030 acc=0.485
6275/11031 correct=3035 acc=0.484
6300/11031 correct=3038 acc=0.482
6325/11031 correct=3040 acc=0.481
6350/11031 correct=3042 acc=0.479
6375/11031 correct=3043 acc=0.477
6400/11031 correct=3043 acc=0.475
6425/11031 correct=3046 acc=0.474
6450/11031 correct=3047 acc=0.472
6475/11031 correct=3048 acc=0.471
6500/11031 correct=3050 acc=0.469
6525/11031 correct=3050 acc=0.467
6550/11031 correct=3050 acc=0.466
6575/11031 correct=3050 acc=0.464
6600/11031 correct=3050 acc=0.462
6625/11031 correct=3050 acc=0.460
6650/11031 correct=3050 acc=0.459
6675/11031 correct=3050 acc=0.457
6700/11031 correct=3050 acc=0.455
6725/11031 correct=3050 acc=0.454
6750/11031 correct=3050 acc=0.452
6775/11031 correct=3050 acc=0.450
6800/11031 correct=3050 acc=0.449
6825/11031 correct=3050 acc=0.447
6850/11031 correct=3050 acc=0.445
6875/11031 correct=3050 acc=0.444
6900/11031 correct=3050 acc=0.442
6925/11031 correct=3050 acc=0.440
6950/11031 correct=3050 acc=0.439
6975/11031 correct=3050 acc=0.437
7000/11031 correct=3050 acc=0.436
7025/11031 correct=3050 acc=0.434
7050/11031 correct=3050 acc=0.433
7075/11031 correct=3050 acc=0.431
7100/11031 correct=3050 acc=0.430
7125/11031 correct=3054 acc=0.429
7150/11031 correct=3061 acc=0.428
7175/11031 correct=3064 acc=0.427
7200/11031 correct=3069 acc=0.426
7225/11031 correct=3077 acc=0.426
7250/11031 correct=3083 acc=0.425
7275/11031 correct=3088 acc=0.424
7300/11031 correct=3092 acc=0.424
7325/11031 correct=3096 acc=0.423
7350/11031 correct=3099 acc=0.422
7375/11031 correct=3102 acc=0.421
7400/11031 correct=3112 acc=0.421
7425/11031 correct=3117 acc=0.420
7450/11031 correct=3119 acc=0.419
7475/11031 correct=3119 acc=0.417
7500/11031 correct=3119 acc=0.416
7525/11031 correct=3119 acc=0.414
7550/11031 correct=3119 acc=0.413
7575/11031 correct=3119 acc=0.412
7600/11031 correct=3119 acc=0.410
7625/11031 correct=3119 acc=0.409
7650/11031 correct=3119 acc=0.408
7675/11031 correct=3119 acc=0.406
7700/11031 correct=3119 acc=0.405
7725/11031 correct=3119 acc=0.404
7750/11031 correct=3119 acc=0.402
7775/11031 correct=3119 acc=0.401
7800/11031 correct=3119 acc=0.400
7825/11031 correct=3119 acc=0.399
7850/11031 correct=3119 acc=0.397
7875/11031 correct=3119 acc=0.396
7900/11031 correct=3119 acc=0.395
7925/11031 correct=3119 acc=0.394
7950/11031 correct=3119 acc=0.392
7975/11031 correct=3119 acc=0.391
8000/11031 correct=3119 acc=0.390
8025/11031 correct=3119 acc=0.389
8050/11031 correct=3119 acc=0.387
8075/11031 correct=3119 acc=0.386
8100/11031 correct=3120 acc=0.385
8125/11031 correct=3120 acc=0.384
8150/11031 correct=3120 acc=0.383
8175/11031 correct=3120 acc=0.382
8200/11031 correct=3120 acc=0.380
8225/11031 correct=3120 acc=0.379
8250/11031 correct=3120 acc=0.378
8275/11031 correct=3120 acc=0.377
8300/11031 correct=3120 acc=0.376
8325/11031 correct=3120 acc=0.375
8350/11031 correct=3120 acc=0.374
8375/11031 correct=3120 acc=0.373
8400/11031 correct=3120 acc=0.371
8425/11031 correct=3120 acc=0.370
8450/11031 correct=3120 acc=0.369
8475/11031 correct=3120 acc=0.368
8500/11031 correct=3120 acc=0.367
8525/11031 correct=3120 acc=0.366
8550/11031 correct=3120 acc=0.365
8575/11031 correct=3120 acc=0.364
8600/11031 correct=3120 acc=0.363
8625/11031 correct=3120 acc=0.362
8650/11031 correct=3120 acc=0.361
8675/11031 correct=3121 acc=0.360
8700/11031 correct=3121 acc=0.359
8725/11031 correct=3121 acc=0.358
8750/11031 correct=3121 acc=0.357
8775/11031 correct=3122 acc=0.356
8800/11031 correct=3122 acc=0.355
8825/11031 correct=3122 acc=0.354
8850/11031 correct=3122 acc=0.353
8875/11031 correct=3122 acc=0.352
8900/11031 correct=3122 acc=0.351
8925/11031 correct=3122 acc=0.350
8950/11031 correct=3122 acc=0.349
8975/11031 correct=3122 acc=0.348
9000/11031 correct=3122 acc=0.347
9025/11031 correct=3122 acc=0.346
9050/11031 correct=3122 acc=0.345
9075/11031 correct=3122 acc=0.344
9100/11031 correct=3122 acc=0.343
9125/11031 correct=3122 acc=0.342
9150/11031 correct=3122 acc=0.341
9175/11031 correct=3122 acc=0.340
9200/11031 correct=3122 acc=0.339
9225/11031 correct=3122 acc=0.338
9250/11031 correct=3122 acc=0.338
9275/11031 correct=3122 acc=0.337
9300/11031 correct=3122 acc=0.336
9325/11031 correct=3122 acc=0.335
9350/11031 correct=3122 acc=0.334
9375/11031 correct=3122 acc=0.333
9400/11031 correct=3122 acc=0.332
9425/11031 correct=3122 acc=0.331
9450/11031 correct=3122 acc=0.330
9475/11031 correct=3122 acc=0.329
9500/11031 correct=3122 acc=0.329
9525/11031 correct=3122 acc=0.328
9550/11031 correct=3122 acc=0.327
9575/11031 correct=3122 acc=0.326
9600/11031 correct=3122 acc=0.325
9625/11031 correct=3122 acc=0.324
9650/11031 correct=3122 acc=0.324
9675/11031 correct=3122 acc=0.323
9700/11031 correct=3122 acc=0.322
9725/11031 correct=3122 acc=0.321
9750/11031 correct=3122 acc=0.320
9775/11031 correct=3122 acc=0.319
9800/11031 correct=3122 acc=0.319
9825/11031 correct=3122 acc=0.318
9850/11031 correct=3123 acc=0.317
9875/11031 correct=3126 acc=0.317
9900/11031 correct=3126 acc=0.316
9925/11031 correct=3127 acc=0.315
9950/11031 correct=3129 acc=0.314
9975/11031 correct=3129 acc=0.314
10000/11031 correct=3130 acc=0.313
10025/11031 correct=3134 acc=0.313
10050/11031 correct=3134 acc=0.312
10075/11031 correct=3134 acc=0.311
10100/11031 correct=3134 acc=0.310
10125/11031 correct=3134 acc=0.310
10150/11031 correct=3134 acc=0.309
10175/11031 correct=3134 acc=0.308
10200/11031 correct=3134 acc=0.307
10225/11031 correct=3134 acc=0.307
10250/11031 correct=3134 acc=0.306
10275/11031 correct=3134 acc=0.305
10300/11031 correct=3134 acc=0.304
10325/11031 correct=3134 acc=0.304
10350/11031 correct=3134 acc=0.303
10375/11031 correct=3134 acc=0.302
10400/11031 correct=3134 acc=0.301
10425/11031 correct=3134 acc=0.301
10450/11031 correct=3134 acc=0.300
10475/11031 correct=3134 acc=0.299
10500/11031 correct=3134 acc=0.298
10525/11031 correct=3134 acc=0.298
10550/11031 correct=3134 acc=0.297
10575/11031 correct=3134 acc=0.296
10600/11031 correct=3134 acc=0.296
10625/11031 correct=3134 acc=0.295
10650/11031 correct=3134 acc=0.294
10675/11031 correct=3134 acc=0.294
10700/11031 correct=3134 acc=0.293
10725/11031 correct=3134 acc=0.292
10750/11031 correct=3134 acc=0.292
10775/11031 correct=3134 acc=0.291
10800/11031 correct=3134 acc=0.290
10825/11031 correct=3134 acc=0.290
10850/11031 correct=3134 acc=0.289
10875/11031 correct=3136 acc=0.288
10900/11031 correct=3136 acc=0.288
10925/11031 correct=3137 acc=0.287
10950/11031 correct=3137 acc=0.286
10975/11031 correct=3137 acc=0.286
11000/11031 correct=3137 acc=0.285
11025/11031 correct=3137 acc=0.285
11031/11031 correct=3138 acc=0.284
{
  "started_at": "2026-07-07T08:10:20.278691+00:00",
  "finished_at": "2026-07-07T14:00:55.838630+00:00",
  "base_url": "http://127.0.0.1:8888/v1",
  "model": "SubTokenLLM",
  "prompt_strategy": "premise_conclusion",
  "prompt_strategy_description": "Explicit premise-to-conclusion reasoning template.",
  "prompt_template": "{input}\n\nList the key premises briefly, derive the conclusion, and avoid irrelevant text.\nEnd with exactly one line in this format: The final answer is: <answer>",
  "self_consistency_k": 1,
  "system_messages_sent": 0,
  "request_message_shape": [
    {
      "role": "user",
      "content": "<benchmark prompt>"
    }
  ],
  "limit_per_task": null,
  "parallel": 2,
  "max_tokens": 256,
  "temperature": 0.0,
  "benchmarks": [
    {
      "benchmark": "bbeh",
      "correct": 88,
      "total": 4520,
      "micro_accuracy": 0.019469026548672566,
      "macro_accuracy": 0.02246376811594203,
      "harmonic_task_accuracy": 0.0,
      "tasks": 23
    },
    {
      "benchmark": "bbh",
      "correct": 3050,
      "total": 6511,
      "micro_accuracy": 0.46843802795269546,
      "macro_accuracy": 0.4777311857114119,
      "harmonic_task_accuracy": 0.0,
      "tasks": 27
    }
  ],
  "tasks": [
    {
      "benchmark": "bbeh",
      "task": "bbeh_boardgame_qa",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_boolean_expressions",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_buggy_tables",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_causal_understanding",
      "correct": 46,
      "total": 200,
      "accuracy": 0.23
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_disambiguation_qa",
      "correct": 23,
      "total": 120,
      "accuracy": 0.19166666666666668
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_dyck_languages",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_geometric_shapes",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_hyperbaton",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_linguini",
      "correct": 1,
      "total": 200,
      "accuracy": 0.005
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_movie_recommendation",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_multistep_arithmetic",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_nycc",
      "correct": 2,
      "total": 200,
      "accuracy": 0.01
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_counting",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_properties",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sarc_triples",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_shuffled_objects",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_spatial_reasoning",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sportqa",
      "correct": 12,
      "total": 200,
      "accuracy": 0.06
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_temporal_sequence",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_time_arithmetic",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_web_of_lies",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_word_sorting",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_zebra_puzzles",
      "correct": 4,
      "total": 200,
      "accuracy": 0.02
    },
    {
      "benchmark": "bbh",
      "task": "boolean_expressions",
      "correct": 201,
      "total": 250,
      "accuracy": 0.804
    },
    {
      "benchmark": "bbh",
      "task": "causal_judgement",
      "correct": 101,
      "total": 187,
      "accuracy": 0.5401069518716578
    },
    {
      "benchmark": "bbh",
      "task": "date_understanding",
      "correct": 160,
      "total": 250,
      "accuracy": 0.64
    },
    {
      "benchmark": "bbh",
      "task": "disambiguation_qa",
      "correct": 115,
      "total": 250,
      "accuracy": 0.46
    },
    {
      "benchmark": "bbh",
      "task": "dyck_languages",
      "correct": 19,
      "total": 250,
      "accuracy": 0.076
    },
    {
      "benchmark": "bbh",
      "task": "formal_fallacies",
      "correct": 36,
      "total": 250,
      "accuracy": 0.144
    },
    {
      "benchmark": "bbh",
      "task": "geometric_shapes",
      "correct": 23,
      "total": 250,
      "accuracy": 0.092
    },
    {
      "benchmark": "bbh",
      "task": "hyperbaton",
      "correct": 222,
      "total": 250,
      "accuracy": 0.888
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_five_objects",
      "correct": 43,
      "total": 250,
      "accuracy": 0.172
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_seven_objects",
      "correct": 8,
      "total": 250,
      "accuracy": 0.032
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_three_objects",
      "correct": 232,
      "total": 250,
      "accuracy": 0.928
    },
    {
      "benchmark": "bbh",
      "task": "movie_recommendation",
      "correct": 8,
      "total": 250,
      "accuracy": 0.032
    },
    {
      "benchmark": "bbh",
      "task": "multistep_arithmetic_two",
      "correct": 218,
      "total": 250,
      "accuracy": 0.872
    },
    {
      "benchmark": "bbh",
      "task": "navigate",
      "correct": 124,
      "total": 250,
      "accuracy": 0.496
    },
    {
      "benchmark": "bbh",
      "task": "object_counting",
      "correct": 244,
      "total": 250,
      "accuracy": 0.976
    },
    {
      "benchmark": "bbh",
      "task": "penguins_in_a_table",
      "correct": 135,
      "total": 146,
      "accuracy": 0.9246575342465754
    },
    {
      "benchmark": "bbh",
      "task": "reasoning_about_colored_objects",
      "correct": 239,
      "total": 250,
      "accuracy": 0.956
    },
    {
      "benchmark": "bbh",
      "task": "ruin_names",
      "correct": 171,
      "total": 250,
      "accuracy": 0.684
    },
    {
      "benchmark": "bbh",
      "task": "salient_translation_error_detection",
      "correct": 146,
      "total": 250,
      "accuracy": 0.584
    },
    {
      "benchmark": "bbh",
      "task": "snarks",
      "correct": 110,
      "total": 178,
      "accuracy": 0.6179775280898876
    },
    {
      "benchmark": "bbh",
      "task": "sports_understanding",
      "correct": 36,
      "total": 250,
      "accuracy": 0.144
    },
    {
      "benchmark": "bbh",
      "task": "temporal_sequences",
      "correct": 171,
      "total": 250,
      "accuracy": 0.684
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_five_objects",
      "correct": 9,
      "total": 250,
      "accuracy": 0.036
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_seven_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_three_objects",
      "correct": 223,
      "total": 250,
      "accuracy": 0.892
    },
    {
      "benchmark": "bbh",
      "task": "web_of_lies",
      "correct": 40,
      "total": 250,
      "accuracy": 0.16
    },
    {
      "benchmark": "bbh",
      "task": "word_sorting",
      "correct": 16,
      "total": 250,
      "accuracy": 0.064
    }
  ]
}
