25/9550 correct=15 acc=0.600
5875/9550 correct=2287 acc=0.389
5900/9550 correct=2287 acc=0.388
5925/9550 correct=2287 acc=0.386
5950/9550 correct=2288 acc=0.385
5975/9550 correct=2288 acc=0.383
6000/9550 correct=2289 acc=0.382
6025/9550 correct=2291 acc=0.380
6050/9550 correct=2294 acc=0.379
6075/9550 correct=2294 acc=0.378
6100/9550 correct=2302 acc=0.377
6125/9550 correct=2307 acc=0.377
6150/9550 correct=2308 acc=0.375
6175/9550 correct=2308 acc=0.374
6200/9550 correct=2308 acc=0.372
6225/9550 correct=2308 acc=0.371
6250/9550 correct=2308 acc=0.369
6275/9550 correct=2308 acc=0.368
6300/9550 correct=2308 acc=0.366
6325/9550 correct=2309 acc=0.365
6350/9550 correct=2309 acc=0.364
6375/9550 correct=2309 acc=0.362
6400/9550 correct=2310 acc=0.361
6425/9550 correct=2310 acc=0.360
6450/9550 correct=2318 acc=0.359
6475/9550 correct=2327 acc=0.359
6500/9550 correct=2339 acc=0.360
6525/9550 correct=2345 acc=0.359
6550/9550 correct=2352 acc=0.359
6575/9550 correct=2359 acc=0.359
6600/9550 correct=2360 acc=0.358
6625/9550 correct=2360 acc=0.356
6650/9550 correct=2360 acc=0.355
6675/9550 correct=2360 acc=0.354
6700/9550 correct=2360 acc=0.352
6725/9550 correct=2360 acc=0.351
6750/9550 correct=2362 acc=0.350
6775/9550 correct=2363 acc=0.349
6800/9550 correct=2368 acc=0.348
6825/9550 correct=2371 acc=0.347
6850/9550 correct=2371 acc=0.346
6875/9550 correct=2374 acc=0.345
6900/9550 correct=2374 acc=0.344
6925/9550 correct=2374 acc=0.343
6950/9550 correct=2374 acc=0.342
6975/9550 correct=2374 acc=0.340
7000/9550 correct=2374 acc=0.339
7025/9550 correct=2374 acc=0.338
7050/9550 correct=2374 acc=0.337
7075/9550 correct=2374 acc=0.336
7100/9550 correct=2374 acc=0.334
7125/9550 correct=2374 acc=0.333
7150/9550 correct=2374 acc=0.332
7175/9550 correct=2374 acc=0.331
7200/9550 correct=2377 acc=0.330
7225/9550 correct=2384 acc=0.330
7250/9550 correct=2384 acc=0.329
7275/9550 correct=2391 acc=0.329
7300/9550 correct=2399 acc=0.329
7325/9550 correct=2402 acc=0.328
7350/9550 correct=2403 acc=0.327
7375/9550 correct=2404 acc=0.326
7400/9550 correct=2408 acc=0.325
7425/9550 correct=2409 acc=0.324
7450/9550 correct=2411 acc=0.324
7475/9550 correct=2414 acc=0.323
7500/9550 correct=2417 acc=0.322
7525/9550 correct=2421 acc=0.322
7550/9550 correct=2421 acc=0.321
7575/9550 correct=2424 acc=0.320
7600/9550 correct=2426 acc=0.319
7625/9550 correct=2426 acc=0.318
7650/9550 correct=2428 acc=0.317
7675/9550 correct=2429 acc=0.316
7700/9550 correct=2432 acc=0.316
7725/9550 correct=2432 acc=0.315
7750/9550 correct=2434 acc=0.314
7775/9550 correct=2436 acc=0.313
7800/9550 correct=2436 acc=0.312
7825/9550 correct=2436 acc=0.311
7850/9550 correct=2437 acc=0.310
7875/9550 correct=2437 acc=0.309
7900/9550 correct=2437 acc=0.308
7925/9550 correct=2437 acc=0.308
7950/9550 correct=2437 acc=0.307
7975/9550 correct=2437 acc=0.306
8000/9550 correct=2437 acc=0.305
8025/9550 correct=2437 acc=0.304
8050/9550 correct=2438 acc=0.303
8075/9550 correct=2438 acc=0.302
8100/9550 correct=2441 acc=0.301
8125/9550 correct=2441 acc=0.300
8150/9550 correct=2441 acc=0.300
8175/9550 correct=2441 acc=0.299
8200/9550 correct=2442 acc=0.298
8225/9550 correct=2444 acc=0.297
8250/9550 correct=2446 acc=0.296
8275/9550 correct=2446 acc=0.296
8300/9550 correct=2447 acc=0.295
8325/9550 correct=2447 acc=0.294
8350/9550 correct=2449 acc=0.293
8375/9550 correct=2451 acc=0.293
8400/9550 correct=2455 acc=0.292
8425/9550 correct=2461 acc=0.292
8450/9550 correct=2463 acc=0.291
8475/9550 correct=2468 acc=0.291
8500/9550 correct=2470 acc=0.291
8525/9550 correct=2474 acc=0.290
8550/9550 correct=2475 acc=0.289
8575/9550 correct=2475 acc=0.289
8600/9550 correct=2475 acc=0.288
8625/9550 correct=2475 acc=0.287
8650/9550 correct=2475 acc=0.286
8675/9550 correct=2475 acc=0.285
8700/9550 correct=2475 acc=0.284
8725/9550 correct=2475 acc=0.284
8750/9550 correct=2475 acc=0.283
8775/9550 correct=2475 acc=0.282
8800/9550 correct=2475 acc=0.281
8825/9550 correct=2475 acc=0.280
8850/9550 correct=2475 acc=0.280
8875/9550 correct=2475 acc=0.279
8900/9550 correct=2475 acc=0.278
8925/9550 correct=2475 acc=0.277
8950/9550 correct=2475 acc=0.277
8975/9550 correct=2475 acc=0.276
9000/9550 correct=2475 acc=0.275
9025/9550 correct=2475 acc=0.274
9050/9550 correct=2475 acc=0.273
9075/9550 correct=2477 acc=0.273
9100/9550 correct=2478 acc=0.272
9125/9550 correct=2485 acc=0.272
9150/9550 correct=2492 acc=0.272
9175/9550 correct=2500 acc=0.272
9200/9550 correct=2504 acc=0.272
9225/9550 correct=2505 acc=0.272
9250/9550 correct=2505 acc=0.271
9275/9550 correct=2505 acc=0.270
9300/9550 correct=2505 acc=0.269
9325/9550 correct=2505 acc=0.269
9350/9550 correct=2505 acc=0.268
9375/9550 correct=2505 acc=0.267
9400/9550 correct=2505 acc=0.266
9425/9550 correct=2505 acc=0.266
9450/9550 correct=2505 acc=0.265
9475/9550 correct=2512 acc=0.265
9500/9550 correct=2518 acc=0.265
9525/9550 correct=2526 acc=0.265
9550/9550 correct=2529 acc=0.265
{
  "started_at": "2026-07-10T15:41:03.906850+00:00",
  "finished_at": "2026-07-10T15:52:30.944712+00:00",
  "base_url": "http://127.0.0.1:8889/v1",
  "model": "SubTokenLLM-E2B",
  "prompt_strategy": "direct_answer",
  "prompt_strategy_description": "Direct answer baseline; final answer only.",
  "prompt_template": "{input}\n\nReturn only the final answer. Do not include reasoning, explanation, or extra text.",
  "self_consistency_k": 1,
  "response_selection": "majority_vote",
  "selection_max_tokens": 64,
  "system_messages_sent": 0,
  "request_message_shape": [
    {
      "role": "user",
      "content": "<benchmark prompt>"
    }
  ],
  "limit_per_task": null,
  "skip_per_task": 50,
  "parallel": 8,
  "max_tokens": 64,
  "temperature": 0.0,
  "seed": 20260711,
  "benchmarks": [
    {
      "benchmark": "bbeh",
      "correct": 369,
      "total": 3370,
      "micro_accuracy": 0.10949554896142433,
      "macro_accuracy": 0.11556935817805383,
      "harmonic_task_accuracy": 0.0,
      "tasks": 23
    },
    {
      "benchmark": "bbh",
      "correct": 2106,
      "total": 5161,
      "micro_accuracy": 0.4080604534005038,
      "macro_accuracy": 0.41056397562404257,
      "harmonic_task_accuracy": 0.0,
      "tasks": 27
    },
    {
      "benchmark": "usr",
      "correct": 54,
      "total": 1019,
      "micro_accuracy": 0.05299313052011776,
      "macro_accuracy": 0.14620242362177846,
      "harmonic_task_accuracy": 0.0,
      "tasks": 9
    }
  ],
  "tasks": [
    {
      "benchmark": "bbeh",
      "task": "bbeh_boardgame_qa",
      "correct": 56,
      "total": 150,
      "accuracy": 0.37333333333333335
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_boolean_expressions",
      "correct": 33,
      "total": 150,
      "accuracy": 0.22
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_buggy_tables",
      "correct": 0,
      "total": 150,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_causal_understanding",
      "correct": 65,
      "total": 150,
      "accuracy": 0.43333333333333335
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_disambiguation_qa",
      "correct": 26,
      "total": 70,
      "accuracy": 0.37142857142857144
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_dyck_languages",
      "correct": 2,
      "total": 150,
      "accuracy": 0.013333333333333334
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_geometric_shapes",
      "correct": 20,
      "total": 150,
      "accuracy": 0.13333333333333333
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_hyperbaton",
      "correct": 0,
      "total": 150,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_linguini",
      "correct": 2,
      "total": 150,
      "accuracy": 0.013333333333333334
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_movie_recommendation",
      "correct": 50,
      "total": 150,
      "accuracy": 0.3333333333333333
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_multistep_arithmetic",
      "correct": 0,
      "total": 150,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_nycc",
      "correct": 14,
      "total": 150,
      "accuracy": 0.09333333333333334
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_counting",
      "correct": 0,
      "total": 150,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_properties",
      "correct": 0,
      "total": 150,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sarc_triples",
      "correct": 28,
      "total": 150,
      "accuracy": 0.18666666666666668
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_shuffled_objects",
      "correct": 14,
      "total": 150,
      "accuracy": 0.09333333333333334
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_spatial_reasoning",
      "correct": 10,
      "total": 150,
      "accuracy": 0.06666666666666667
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sportqa",
      "correct": 10,
      "total": 150,
      "accuracy": 0.06666666666666667
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_temporal_sequence",
      "correct": 1,
      "total": 150,
      "accuracy": 0.006666666666666667
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_time_arithmetic",
      "correct": 2,
      "total": 150,
      "accuracy": 0.013333333333333334
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_web_of_lies",
      "correct": 5,
      "total": 150,
      "accuracy": 0.03333333333333333
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_word_sorting",
      "correct": 6,
      "total": 150,
      "accuracy": 0.04
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_zebra_puzzles",
      "correct": 25,
      "total": 150,
      "accuracy": 0.16666666666666666
    },
    {
      "benchmark": "bbh",
      "task": "boolean_expressions",
      "correct": 139,
      "total": 200,
      "accuracy": 0.695
    },
    {
      "benchmark": "bbh",
      "task": "causal_judgement",
      "correct": 71,
      "total": 137,
      "accuracy": 0.5182481751824818
    },
    {
      "benchmark": "bbh",
      "task": "date_understanding",
      "correct": 56,
      "total": 200,
      "accuracy": 0.28
    },
    {
      "benchmark": "bbh",
      "task": "disambiguation_qa",
      "correct": 124,
      "total": 200,
      "accuracy": 0.62
    },
    {
      "benchmark": "bbh",
      "task": "dyck_languages",
      "correct": 1,
      "total": 200,
      "accuracy": 0.005
    },
    {
      "benchmark": "bbh",
      "task": "formal_fallacies",
      "correct": 111,
      "total": 200,
      "accuracy": 0.555
    },
    {
      "benchmark": "bbh",
      "task": "geometric_shapes",
      "correct": 48,
      "total": 200,
      "accuracy": 0.24
    },
    {
      "benchmark": "bbh",
      "task": "hyperbaton",
      "correct": 187,
      "total": 200,
      "accuracy": 0.935
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_five_objects",
      "correct": 99,
      "total": 200,
      "accuracy": 0.495
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_seven_objects",
      "correct": 108,
      "total": 200,
      "accuracy": 0.54
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_three_objects",
      "correct": 156,
      "total": 200,
      "accuracy": 0.78
    },
    {
      "benchmark": "bbh",
      "task": "movie_recommendation",
      "correct": 33,
      "total": 200,
      "accuracy": 0.165
    },
    {
      "benchmark": "bbh",
      "task": "multistep_arithmetic_two",
      "correct": 3,
      "total": 200,
      "accuracy": 0.015
    },
    {
      "benchmark": "bbh",
      "task": "navigate",
      "correct": 118,
      "total": 200,
      "accuracy": 0.59
    },
    {
      "benchmark": "bbh",
      "task": "object_counting",
      "correct": 107,
      "total": 200,
      "accuracy": 0.535
    },
    {
      "benchmark": "bbh",
      "task": "penguins_in_a_table",
      "correct": 22,
      "total": 96,
      "accuracy": 0.22916666666666666
    },
    {
      "benchmark": "bbh",
      "task": "reasoning_about_colored_objects",
      "correct": 94,
      "total": 200,
      "accuracy": 0.47
    },
    {
      "benchmark": "bbh",
      "task": "ruin_names",
      "correct": 65,
      "total": 200,
      "accuracy": 0.325
    },
    {
      "benchmark": "bbh",
      "task": "salient_translation_error_detection",
      "correct": 106,
      "total": 200,
      "accuracy": 0.53
    },
    {
      "benchmark": "bbh",
      "task": "snarks",
      "correct": 97,
      "total": 128,
      "accuracy": 0.7578125
    },
    {
      "benchmark": "bbh",
      "task": "sports_understanding",
      "correct": 62,
      "total": 200,
      "accuracy": 0.31
    },
    {
      "benchmark": "bbh",
      "task": "temporal_sequences",
      "correct": 112,
      "total": 200,
      "accuracy": 0.56
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_five_objects",
      "correct": 49,
      "total": 200,
      "accuracy": 0.245
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_seven_objects",
      "correct": 33,
      "total": 200,
      "accuracy": 0.165
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_three_objects",
      "correct": 63,
      "total": 200,
      "accuracy": 0.315
    },
    {
      "benchmark": "bbh",
      "task": "web_of_lies",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "word_sorting",
      "correct": 42,
      "total": 200,
      "accuracy": 0.21
    },
    {
      "benchmark": "usr",
      "task": "shifted_unpuzzles/original",
      "correct": 0,
      "total": 11,
      "accuracy": 0.0
    },
    {
      "benchmark": "usr",
      "task": "shifted_unpuzzles/shifted",
      "correct": 5,
      "total": 14,
      "accuracy": 0.35714285714285715
    },
    {
      "benchmark": "usr",
      "task": "shifted_unpuzzles/unpuzzle",
      "correct": 6,
      "total": 14,
      "accuracy": 0.42857142857142855
    },
    {
      "benchmark": "usr",
      "task": "simple_reasoning/logic_ev",
      "correct": 0,
      "total": 310,
      "accuracy": 0.0
    },
    {
      "benchmark": "usr",
      "task": "simple_reasoning/logic_neg",
      "correct": 30,
      "total": 310,
      "accuracy": 0.0967741935483871
    },
    {
      "benchmark": "usr",
      "task": "simple_reasoning/mathgap",
      "correct": 0,
      "total": 230,
      "accuracy": 0.0
    },
    {
      "benchmark": "usr",
      "task": "simple_reasoning/word_ct",
      "correct": 0,
      "total": 70,
      "accuracy": 0.0
    },
    {
      "benchmark": "usr",
      "task": "unpuzzles/original",
      "correct": 4,
      "total": 30,
      "accuracy": 0.13333333333333333
    },
    {
      "benchmark": "usr",
      "task": "unpuzzles/unpuzzle",
      "correct": 9,
      "total": 30,
      "accuracy": 0.3
    }
  ]
}
