25/11031 correct=12 acc=0.480
5150/11031 correct=966 acc=0.188
5175/11031 correct=966 acc=0.187
5200/11031 correct=966 acc=0.186
5225/11031 correct=966 acc=0.185
5250/11031 correct=966 acc=0.184
5275/11031 correct=966 acc=0.183
5300/11031 correct=966 acc=0.182
5325/11031 correct=966 acc=0.181
5350/11031 correct=966 acc=0.181
5375/11031 correct=966 acc=0.180
5400/11031 correct=966 acc=0.179
5425/11031 correct=967 acc=0.178
5450/11031 correct=967 acc=0.177
5475/11031 correct=968 acc=0.177
5500/11031 correct=968 acc=0.176
5525/11031 correct=968 acc=0.175
5550/11031 correct=968 acc=0.174
5575/11031 correct=968 acc=0.174
5600/11031 correct=968 acc=0.173
5625/11031 correct=968 acc=0.172
5650/11031 correct=968 acc=0.171
5675/11031 correct=968 acc=0.171
5700/11031 correct=968 acc=0.170
5725/11031 correct=968 acc=0.169
5750/11031 correct=968 acc=0.168
5775/11031 correct=972 acc=0.168
5800/11031 correct=980 acc=0.169
5825/11031 correct=985 acc=0.169
5850/11031 correct=992 acc=0.170
5875/11031 correct=997 acc=0.170
5900/11031 correct=1002 acc=0.170
5925/11031 correct=1008 acc=0.170
5950/11031 correct=1014 acc=0.170
5975/11031 correct=1019 acc=0.171
6000/11031 correct=1023 acc=0.171
6025/11031 correct=1026 acc=0.170
6050/11031 correct=1027 acc=0.170
6075/11031 correct=1028 acc=0.169
6100/11031 correct=1028 acc=0.169
6125/11031 correct=1029 acc=0.168
6150/11031 correct=1029 acc=0.167
6175/11031 correct=1029 acc=0.167
6200/11031 correct=1029 acc=0.166
6225/11031 correct=1030 acc=0.165
6250/11031 correct=1031 acc=0.165
6275/11031 correct=1036 acc=0.165
6300/11031 correct=1045 acc=0.166
6325/11031 correct=1051 acc=0.166
6350/11031 correct=1058 acc=0.167
6375/11031 correct=1059 acc=0.166
6400/11031 correct=1061 acc=0.166
6425/11031 correct=1072 acc=0.167
6450/11031 correct=1074 acc=0.167
6475/11031 correct=1077 acc=0.166
6500/11031 correct=1081 acc=0.166
6525/11031 correct=1083 acc=0.166
6550/11031 correct=1083 acc=0.165
6575/11031 correct=1083 acc=0.165
6600/11031 correct=1083 acc=0.164
6625/11031 correct=1083 acc=0.163
6650/11031 correct=1083 acc=0.163
6675/11031 correct=1083 acc=0.162
6700/11031 correct=1083 acc=0.162
6725/11031 correct=1083 acc=0.161
6750/11031 correct=1083 acc=0.160
6775/11031 correct=1083 acc=0.160
6800/11031 correct=1083 acc=0.159
6825/11031 correct=1083 acc=0.159
6850/11031 correct=1083 acc=0.158
6875/11031 correct=1083 acc=0.158
6900/11031 correct=1083 acc=0.157
6925/11031 correct=1083 acc=0.156
6950/11031 correct=1083 acc=0.156
6975/11031 correct=1083 acc=0.155
7000/11031 correct=1083 acc=0.155
7025/11031 correct=1083 acc=0.154
7050/11031 correct=1083 acc=0.154
7075/11031 correct=1083 acc=0.153
7100/11031 correct=1083 acc=0.153
7125/11031 correct=1083 acc=0.152
7150/11031 correct=1085 acc=0.152
7175/11031 correct=1086 acc=0.151
7200/11031 correct=1086 acc=0.151
7225/11031 correct=1089 acc=0.151
7250/11031 correct=1090 acc=0.150
7275/11031 correct=1090 acc=0.150
7300/11031 correct=1090 acc=0.149
7325/11031 correct=1090 acc=0.149
7350/11031 correct=1090 acc=0.148
7375/11031 correct=1090 acc=0.148
7400/11031 correct=1095 acc=0.148
7425/11031 correct=1095 acc=0.147
7450/11031 correct=1095 acc=0.147
7475/11031 correct=1095 acc=0.146
7500/11031 correct=1095 acc=0.146
7525/11031 correct=1095 acc=0.146
7550/11031 correct=1095 acc=0.145
7575/11031 correct=1095 acc=0.145
7600/11031 correct=1095 acc=0.144
7625/11031 correct=1095 acc=0.144
7650/11031 correct=1095 acc=0.143
7675/11031 correct=1095 acc=0.143
7700/11031 correct=1095 acc=0.142
7725/11031 correct=1095 acc=0.142
7750/11031 correct=1095 acc=0.141
7775/11031 correct=1095 acc=0.141
7800/11031 correct=1095 acc=0.140
7825/11031 correct=1095 acc=0.140
7850/11031 correct=1095 acc=0.139
7875/11031 correct=1095 acc=0.139
7900/11031 correct=1095 acc=0.139
7925/11031 correct=1095 acc=0.138
7950/11031 correct=1095 acc=0.138
7975/11031 correct=1095 acc=0.137
8000/11031 correct=1095 acc=0.137
8025/11031 correct=1095 acc=0.136
8050/11031 correct=1095 acc=0.136
8075/11031 correct=1095 acc=0.136
8100/11031 correct=1095 acc=0.135
8125/11031 correct=1095 acc=0.135
8150/11031 correct=1095 acc=0.134
8175/11031 correct=1095 acc=0.134
8200/11031 correct=1095 acc=0.134
8225/11031 correct=1095 acc=0.133
8250/11031 correct=1095 acc=0.133
8275/11031 correct=1095 acc=0.132
8300/11031 correct=1095 acc=0.132
8325/11031 correct=1095 acc=0.132
8350/11031 correct=1095 acc=0.131
8375/11031 correct=1095 acc=0.131
8400/11031 correct=1095 acc=0.130
8425/11031 correct=1095 acc=0.130
8450/11031 correct=1095 acc=0.130
8475/11031 correct=1095 acc=0.129
8500/11031 correct=1095 acc=0.129
8525/11031 correct=1095 acc=0.128
8550/11031 correct=1095 acc=0.128
8575/11031 correct=1095 acc=0.128
8600/11031 correct=1095 acc=0.127
8625/11031 correct=1095 acc=0.127
8650/11031 correct=1095 acc=0.127
8675/11031 correct=1095 acc=0.126
8700/11031 correct=1095 acc=0.126
8725/11031 correct=1095 acc=0.126
8750/11031 correct=1095 acc=0.125
8775/11031 correct=1095 acc=0.125
8800/11031 correct=1095 acc=0.124
8825/11031 correct=1095 acc=0.124
8850/11031 correct=1095 acc=0.124
8875/11031 correct=1095 acc=0.123
8900/11031 correct=1095 acc=0.123
8925/11031 correct=1095 acc=0.123
8950/11031 correct=1095 acc=0.122
8975/11031 correct=1095 acc=0.122
9000/11031 correct=1095 acc=0.122
9025/11031 correct=1095 acc=0.121
9050/11031 correct=1095 acc=0.121
9075/11031 correct=1095 acc=0.121
9100/11031 correct=1095 acc=0.120
9125/11031 correct=1095 acc=0.120
9150/11031 correct=1095 acc=0.120
9175/11031 correct=1095 acc=0.119
9200/11031 correct=1095 acc=0.119
9225/11031 correct=1095 acc=0.119
9250/11031 correct=1095 acc=0.118
9275/11031 correct=1095 acc=0.118
9300/11031 correct=1095 acc=0.118
9325/11031 correct=1095 acc=0.117
9350/11031 correct=1095 acc=0.117
9375/11031 correct=1095 acc=0.117
9400/11031 correct=1095 acc=0.116
9425/11031 correct=1095 acc=0.116
9450/11031 correct=1095 acc=0.116
9475/11031 correct=1095 acc=0.116
9500/11031 correct=1095 acc=0.115
9525/11031 correct=1095 acc=0.115
9550/11031 correct=1095 acc=0.115
9575/11031 correct=1095 acc=0.114
9600/11031 correct=1095 acc=0.114
9625/11031 correct=1095 acc=0.114
9650/11031 correct=1095 acc=0.113
9675/11031 correct=1095 acc=0.113
9700/11031 correct=1095 acc=0.113
9725/11031 correct=1095 acc=0.113
9750/11031 correct=1095 acc=0.112
9775/11031 correct=1095 acc=0.112
9800/11031 correct=1095 acc=0.112
9825/11031 correct=1095 acc=0.111
9850/11031 correct=1095 acc=0.111
9875/11031 correct=1095 acc=0.111
9900/11031 correct=1095 acc=0.111
9925/11031 correct=1095 acc=0.110
9950/11031 correct=1095 acc=0.110
9975/11031 correct=1095 acc=0.110
10000/11031 correct=1095 acc=0.110
10025/11031 correct=1095 acc=0.109
10050/11031 correct=1095 acc=0.109
10075/11031 correct=1095 acc=0.109
10100/11031 correct=1095 acc=0.108
10125/11031 correct=1095 acc=0.108
10150/11031 correct=1095 acc=0.108
10175/11031 correct=1095 acc=0.108
10200/11031 correct=1095 acc=0.107
10225/11031 correct=1095 acc=0.107
10250/11031 correct=1095 acc=0.107
10275/11031 correct=1095 acc=0.107
10300/11031 correct=1095 acc=0.106
10325/11031 correct=1095 acc=0.106
10350/11031 correct=1095 acc=0.106
10375/11031 correct=1095 acc=0.106
10400/11031 correct=1095 acc=0.105
10425/11031 correct=1095 acc=0.105
10450/11031 correct=1095 acc=0.105
10475/11031 correct=1095 acc=0.105
10500/11031 correct=1095 acc=0.104
10525/11031 correct=1095 acc=0.104
10550/11031 correct=1095 acc=0.104
10575/11031 correct=1095 acc=0.104
10600/11031 correct=1095 acc=0.103
10625/11031 correct=1095 acc=0.103
10650/11031 correct=1095 acc=0.103
10675/11031 correct=1095 acc=0.103
10700/11031 correct=1095 acc=0.102
10725/11031 correct=1095 acc=0.102
10750/11031 correct=1095 acc=0.102
10775/11031 correct=1095 acc=0.102
10800/11031 correct=1095 acc=0.101
10825/11031 correct=1095 acc=0.101
10850/11031 correct=1095 acc=0.101
10875/11031 correct=1097 acc=0.101
10900/11031 correct=1097 acc=0.101
10925/11031 correct=1097 acc=0.100
10950/11031 correct=1097 acc=0.100
10975/11031 correct=1097 acc=0.100
11000/11031 correct=1097 acc=0.100
11025/11031 correct=1097 acc=0.100
11031/11031 correct=1098 acc=0.100
{
  "started_at": "2026-07-07T01:38:30.100943+00:00",
  "finished_at": "2026-07-07T08:10:20.079730+00:00",
  "base_url": "http://127.0.0.1:8888/v1",
  "model": "SubTokenLLM",
  "prompt_strategy": "step_back",
  "prompt_strategy_description": "Step-back prompting: identify the general rule/principle, then answer.",
  "prompt_template": "{input}\n\nStep back and identify the general rule, pattern, or principle needed. Then apply it to this specific problem.\nEnd with exactly one line in this format: The final answer is: <answer>",
  "self_consistency_k": 1,
  "system_messages_sent": 0,
  "request_message_shape": [
    {
      "role": "user",
      "content": "<benchmark prompt>"
    }
  ],
  "limit_per_task": null,
  "parallel": 2,
  "max_tokens": 256,
  "temperature": 0.0,
  "benchmarks": [
    {
      "benchmark": "bbeh",
      "correct": 15,
      "total": 4520,
      "micro_accuracy": 0.00331858407079646,
      "macro_accuracy": 0.003985507246376811,
      "harmonic_task_accuracy": 0.0,
      "tasks": 23
    },
    {
      "benchmark": "bbh",
      "correct": 1083,
      "total": 6511,
      "micro_accuracy": 0.16633389648287514,
      "macro_accuracy": 0.17034264064408294,
      "harmonic_task_accuracy": 0.0,
      "tasks": 27
    }
  ],
  "tasks": [
    {
      "benchmark": "bbeh",
      "task": "bbeh_boardgame_qa",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_boolean_expressions",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_buggy_tables",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_causal_understanding",
      "correct": 7,
      "total": 200,
      "accuracy": 0.035
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_disambiguation_qa",
      "correct": 5,
      "total": 120,
      "accuracy": 0.041666666666666664
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_dyck_languages",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_geometric_shapes",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_hyperbaton",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_linguini",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_movie_recommendation",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_multistep_arithmetic",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_nycc",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_counting",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_properties",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sarc_triples",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_shuffled_objects",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_spatial_reasoning",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sportqa",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_temporal_sequence",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_time_arithmetic",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_web_of_lies",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_word_sorting",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_zebra_puzzles",
      "correct": 3,
      "total": 200,
      "accuracy": 0.015
    },
    {
      "benchmark": "bbh",
      "task": "boolean_expressions",
      "correct": 113,
      "total": 250,
      "accuracy": 0.452
    },
    {
      "benchmark": "bbh",
      "task": "causal_judgement",
      "correct": 18,
      "total": 187,
      "accuracy": 0.0962566844919786
    },
    {
      "benchmark": "bbh",
      "task": "date_understanding",
      "correct": 31,
      "total": 250,
      "accuracy": 0.124
    },
    {
      "benchmark": "bbh",
      "task": "disambiguation_qa",
      "correct": 52,
      "total": 250,
      "accuracy": 0.208
    },
    {
      "benchmark": "bbh",
      "task": "dyck_languages",
      "correct": 1,
      "total": 250,
      "accuracy": 0.004
    },
    {
      "benchmark": "bbh",
      "task": "formal_fallacies",
      "correct": 3,
      "total": 250,
      "accuracy": 0.012
    },
    {
      "benchmark": "bbh",
      "task": "geometric_shapes",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "hyperbaton",
      "correct": 76,
      "total": 250,
      "accuracy": 0.304
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_five_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_seven_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_three_objects",
      "correct": 61,
      "total": 250,
      "accuracy": 0.244
    },
    {
      "benchmark": "bbh",
      "task": "movie_recommendation",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "multistep_arithmetic_two",
      "correct": 1,
      "total": 250,
      "accuracy": 0.004
    },
    {
      "benchmark": "bbh",
      "task": "navigate",
      "correct": 41,
      "total": 250,
      "accuracy": 0.164
    },
    {
      "benchmark": "bbh",
      "task": "object_counting",
      "correct": 229,
      "total": 250,
      "accuracy": 0.916
    },
    {
      "benchmark": "bbh",
      "task": "penguins_in_a_table",
      "correct": 62,
      "total": 146,
      "accuracy": 0.4246575342465753
    },
    {
      "benchmark": "bbh",
      "task": "reasoning_about_colored_objects",
      "correct": 184,
      "total": 250,
      "accuracy": 0.736
    },
    {
      "benchmark": "bbh",
      "task": "ruin_names",
      "correct": 20,
      "total": 250,
      "accuracy": 0.08
    },
    {
      "benchmark": "bbh",
      "task": "salient_translation_error_detection",
      "correct": 14,
      "total": 250,
      "accuracy": 0.056
    },
    {
      "benchmark": "bbh",
      "task": "snarks",
      "correct": 41,
      "total": 178,
      "accuracy": 0.2303370786516854
    },
    {
      "benchmark": "bbh",
      "task": "sports_understanding",
      "correct": 19,
      "total": 250,
      "accuracy": 0.076
    },
    {
      "benchmark": "bbh",
      "task": "temporal_sequences",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_five_objects",
      "correct": 2,
      "total": 250,
      "accuracy": 0.008
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_seven_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_three_objects",
      "correct": 57,
      "total": 250,
      "accuracy": 0.228
    },
    {
      "benchmark": "bbh",
      "task": "web_of_lies",
      "correct": 6,
      "total": 250,
      "accuracy": 0.024
    },
    {
      "benchmark": "bbh",
      "task": "word_sorting",
      "correct": 52,
      "total": 250,
      "accuracy": 0.208
    }
  ]
}
