25/11031 correct=22 acc=0.880
2300/11031 correct=936 acc=0.407
2325/11031 correct=936 acc=0.403
2350/11031 correct=936 acc=0.398
2375/11031 correct=936 acc=0.394
2400/11031 correct=936 acc=0.390
2425/11031 correct=936 acc=0.386
2450/11031 correct=948 acc=0.387
2475/11031 correct=967 acc=0.391
2500/11031 correct=990 acc=0.396
2525/11031 correct=1010 acc=0.400
2550/11031 correct=1034 acc=0.405
2575/11031 correct=1057 acc=0.410
2600/11031 correct=1079 acc=0.415
2625/11031 correct=1102 acc=0.420
2650/11031 correct=1124 acc=0.424
2675/11031 correct=1144 acc=0.428
2700/11031 correct=1154 acc=0.427
2725/11031 correct=1158 acc=0.425
2750/11031 correct=1164 acc=0.423
2775/11031 correct=1168 acc=0.421
2800/11031 correct=1170 acc=0.418
2825/11031 correct=1171 acc=0.415
2850/11031 correct=1173 acc=0.412
2875/11031 correct=1178 acc=0.410
2900/11031 correct=1180 acc=0.407
2925/11031 correct=1185 acc=0.405
2950/11031 correct=1201 acc=0.407
2975/11031 correct=1224 acc=0.411
3000/11031 correct=1246 acc=0.415
3025/11031 correct=1269 acc=0.420
3050/11031 correct=1293 acc=0.424
3075/11031 correct=1315 acc=0.428
3100/11031 correct=1337 acc=0.431
3125/11031 correct=1360 acc=0.435
3150/11031 correct=1382 acc=0.439
3175/11031 correct=1406 acc=0.443
3200/11031 correct=1425 acc=0.445
3225/11031 correct=1443 acc=0.447
3250/11031 correct=1459 acc=0.449
3275/11031 correct=1474 acc=0.450
3300/11031 correct=1488 acc=0.451
3325/11031 correct=1504 acc=0.452
3350/11031 correct=1521 acc=0.454
3375/11031 correct=1536 acc=0.455
3400/11031 correct=1553 acc=0.457
3425/11031 correct=1571 acc=0.459
3450/11031 correct=1591 acc=0.461
3475/11031 correct=1616 acc=0.465
3500/11031 correct=1640 acc=0.469
3525/11031 correct=1662 acc=0.471
3550/11031 correct=1686 acc=0.475
3575/11031 correct=1711 acc=0.479
3600/11031 correct=1736 acc=0.482
3625/11031 correct=1761 acc=0.486
3650/11031 correct=1786 acc=0.489
3675/11031 correct=1808 acc=0.492
3700/11031 correct=1832 acc=0.495
3725/11031 correct=1853 acc=0.497
3750/11031 correct=1875 acc=0.500
3775/11031 correct=1894 acc=0.502
3800/11031 correct=1916 acc=0.504
3825/11031 correct=1937 acc=0.506
3850/11031 correct=1959 acc=0.509
3875/11031 correct=1984 acc=0.512
3900/11031 correct=2007 acc=0.515
3925/11031 correct=2032 acc=0.518
3950/11031 correct=2055 acc=0.520
3975/11031 correct=2078 acc=0.523
4000/11031 correct=2103 acc=0.526
4025/11031 correct=2127 acc=0.528
4050/11031 correct=2152 acc=0.531
4075/11031 correct=2175 acc=0.534
4100/11031 correct=2195 acc=0.535
4125/11031 correct=2213 acc=0.536
4150/11031 correct=2229 acc=0.537
4175/11031 correct=2244 acc=0.537
4200/11031 correct=2260 acc=0.538
4225/11031 correct=2279 acc=0.539
4250/11031 correct=2301 acc=0.541
4275/11031 correct=2321 acc=0.543
4300/11031 correct=2337 acc=0.543
4325/11031 correct=2355 acc=0.545
4350/11031 correct=2367 acc=0.544
4375/11031 correct=2378 acc=0.544
4400/11031 correct=2392 acc=0.544
4425/11031 correct=2400 acc=0.542
4450/11031 correct=2416 acc=0.543
4475/11031 correct=2428 acc=0.543
4500/11031 correct=2443 acc=0.543
4525/11031 correct=2457 acc=0.543
4550/11031 correct=2472 acc=0.543
4575/11031 correct=2485 acc=0.543
4600/11031 correct=2501 acc=0.544
4625/11031 correct=2519 acc=0.545
4650/11031 correct=2537 acc=0.546
4675/11031 correct=2550 acc=0.545
4700/11031 correct=2571 acc=0.547
4725/11031 correct=2585 acc=0.547
4750/11031 correct=2602 acc=0.548
4775/11031 correct=2615 acc=0.548
4800/11031 correct=2623 acc=0.546
4825/11031 correct=2640 acc=0.547
4850/11031 correct=2650 acc=0.546
4875/11031 correct=2666 acc=0.547
4900/11031 correct=2683 acc=0.548
4925/11031 correct=2697 acc=0.548
4950/11031 correct=2712 acc=0.548
4975/11031 correct=2718 acc=0.546
5000/11031 correct=2728 acc=0.546
5025/11031 correct=2743 acc=0.546
5050/11031 correct=2761 acc=0.547
5075/11031 correct=2773 acc=0.546
5100/11031 correct=2790 acc=0.547
5125/11031 correct=2806 acc=0.548
5150/11031 correct=2822 acc=0.548
5175/11031 correct=2839 acc=0.549
5200/11031 correct=2854 acc=0.549
5225/11031 correct=2869 acc=0.549
5250/11031 correct=2884 acc=0.549
5275/11031 correct=2900 acc=0.550
5300/11031 correct=2918 acc=0.551
5325/11031 correct=2934 acc=0.551
5350/11031 correct=2949 acc=0.551
5375/11031 correct=2963 acc=0.551
5400/11031 correct=2978 acc=0.551
5425/11031 correct=2996 acc=0.552
5450/11031 correct=3008 acc=0.552
5475/11031 correct=3025 acc=0.553
5500/11031 correct=3039 acc=0.553
5525/11031 correct=3043 acc=0.551
5550/11031 correct=3043 acc=0.548
5575/11031 correct=3043 acc=0.546
5600/11031 correct=3043 acc=0.543
5625/11031 correct=3043 acc=0.541
5650/11031 correct=3043 acc=0.539
5675/11031 correct=3043 acc=0.536
5700/11031 correct=3043 acc=0.534
5725/11031 correct=3043 acc=0.532
5750/11031 correct=3043 acc=0.529
5775/11031 correct=3057 acc=0.529
5800/11031 correct=3081 acc=0.531
5825/11031 correct=3103 acc=0.533
5850/11031 correct=3127 acc=0.535
5875/11031 correct=3151 acc=0.536
5900/11031 correct=3176 acc=0.538
5925/11031 correct=3200 acc=0.540
5950/11031 correct=3225 acc=0.542
5975/11031 correct=3250 acc=0.544
6000/11031 correct=3275 acc=0.546
6025/11031 correct=3298 acc=0.547
6050/11031 correct=3319 acc=0.549
6075/11031 correct=3341 acc=0.550
6100/11031 correct=3360 acc=0.551
6125/11031 correct=3380 acc=0.552
6150/11031 correct=3398 acc=0.553
6175/11031 correct=3416 acc=0.553
6200/11031 correct=3436 acc=0.554
6225/11031 correct=3456 acc=0.555
6250/11031 correct=3477 acc=0.556
6275/11031 correct=3490 acc=0.556
6300/11031 correct=3500 acc=0.556
6325/11031 correct=3509 acc=0.555
6350/11031 correct=3517 acc=0.554
6375/11031 correct=3521 acc=0.552
6400/11031 correct=3527 acc=0.551
6425/11031 correct=3538 acc=0.551
6450/11031 correct=3542 acc=0.549
6475/11031 correct=3548 acc=0.548
6500/11031 correct=3554 acc=0.547
6525/11031 correct=3560 acc=0.546
6550/11031 correct=3560 acc=0.544
6575/11031 correct=3560 acc=0.541
6600/11031 correct=3560 acc=0.539
6625/11031 correct=3560 acc=0.537
6650/11031 correct=3560 acc=0.535
6675/11031 correct=3560 acc=0.533
6700/11031 correct=3560 acc=0.531
6725/11031 correct=3561 acc=0.530
6750/11031 correct=3561 acc=0.528
6775/11031 correct=3562 acc=0.526
6800/11031 correct=3562 acc=0.524
6825/11031 correct=3562 acc=0.522
6850/11031 correct=3562 acc=0.520
6875/11031 correct=3562 acc=0.518
6900/11031 correct=3562 acc=0.516
6925/11031 correct=3562 acc=0.514
6950/11031 correct=3562 acc=0.513
6975/11031 correct=3562 acc=0.511
7000/11031 correct=3562 acc=0.509
7025/11031 correct=3562 acc=0.507
7050/11031 correct=3562 acc=0.505
7075/11031 correct=3562 acc=0.503
7100/11031 correct=3562 acc=0.502
7125/11031 correct=3567 acc=0.501
7150/11031 correct=3571 acc=0.499
7175/11031 correct=3577 acc=0.499
7200/11031 correct=3579 acc=0.497
7225/11031 correct=3584 acc=0.496
7250/11031 correct=3588 acc=0.495
7275/11031 correct=3593 acc=0.494
7300/11031 correct=3601 acc=0.493
7325/11031 correct=3605 acc=0.492
7350/11031 correct=3606 acc=0.491
7375/11031 correct=3607 acc=0.489
7400/11031 correct=3617 acc=0.489
7425/11031 correct=3620 acc=0.488
7450/11031 correct=3621 acc=0.486
7475/11031 correct=3622 acc=0.485
7500/11031 correct=3623 acc=0.483
7525/11031 correct=3624 acc=0.482
7550/11031 correct=3625 acc=0.480
7575/11031 correct=3625 acc=0.479
7600/11031 correct=3625 acc=0.477
7625/11031 correct=3625 acc=0.475
7650/11031 correct=3626 acc=0.474
7675/11031 correct=3626 acc=0.472
7700/11031 correct=3626 acc=0.471
7725/11031 correct=3626 acc=0.469
7750/11031 correct=3626 acc=0.468
7775/11031 correct=3626 acc=0.466
7800/11031 correct=3626 acc=0.465
7825/11031 correct=3626 acc=0.463
7850/11031 correct=3626 acc=0.462
7875/11031 correct=3626 acc=0.460
7900/11031 correct=3626 acc=0.459
7925/11031 correct=3626 acc=0.458
7950/11031 correct=3626 acc=0.456
7975/11031 correct=3626 acc=0.455
8000/11031 correct=3626 acc=0.453
8025/11031 correct=3626 acc=0.452
8050/11031 correct=3626 acc=0.450
8075/11031 correct=3626 acc=0.449
8100/11031 correct=3626 acc=0.448
8125/11031 correct=3626 acc=0.446
8150/11031 correct=3626 acc=0.445
8175/11031 correct=3626 acc=0.444
8200/11031 correct=3626 acc=0.442
8225/11031 correct=3627 acc=0.441
8250/11031 correct=3627 acc=0.440
8275/11031 correct=3627 acc=0.438
8300/11031 correct=3627 acc=0.437
8325/11031 correct=3627 acc=0.436
8350/11031 correct=3627 acc=0.434
8375/11031 correct=3627 acc=0.433
8400/11031 correct=3627 acc=0.432
8425/11031 correct=3627 acc=0.431
8450/11031 correct=3627 acc=0.429
8475/11031 correct=3627 acc=0.428
8500/11031 correct=3627 acc=0.427
8525/11031 correct=3627 acc=0.425
8550/11031 correct=3627 acc=0.424
8575/11031 correct=3627 acc=0.423
8600/11031 correct=3627 acc=0.422
8625/11031 correct=3627 acc=0.421
8650/11031 correct=3627 acc=0.419
8675/11031 correct=3628 acc=0.418
8700/11031 correct=3629 acc=0.417
8725/11031 correct=3631 acc=0.416
8750/11031 correct=3631 acc=0.415
8775/11031 correct=3632 acc=0.414
8800/11031 correct=3633 acc=0.413
8825/11031 correct=3633 acc=0.412
8850/11031 correct=3633 acc=0.411
8875/11031 correct=3633 acc=0.409
8900/11031 correct=3633 acc=0.408
8925/11031 correct=3633 acc=0.407
8950/11031 correct=3633 acc=0.406
8975/11031 correct=3633 acc=0.405
9000/11031 correct=3633 acc=0.404
9025/11031 correct=3633 acc=0.403
9050/11031 correct=3633 acc=0.401
9075/11031 correct=3633 acc=0.400
9100/11031 correct=3633 acc=0.399
9125/11031 correct=3633 acc=0.398
9150/11031 correct=3633 acc=0.397
9175/11031 correct=3633 acc=0.396
9200/11031 correct=3633 acc=0.395
9225/11031 correct=3633 acc=0.394
9250/11031 correct=3635 acc=0.393
9275/11031 correct=3641 acc=0.393
9300/11031 correct=3649 acc=0.392
9325/11031 correct=3652 acc=0.392
9350/11031 correct=3654 acc=0.391
9375/11031 correct=3662 acc=0.391
9400/11031 correct=3670 acc=0.390
9425/11031 correct=3678 acc=0.390
9450/11031 correct=3678 acc=0.389
9475/11031 correct=3678 acc=0.388
9500/11031 correct=3678 acc=0.387
9525/11031 correct=3678 acc=0.386
9550/11031 correct=3678 acc=0.385
9575/11031 correct=3678 acc=0.384
9600/11031 correct=3678 acc=0.383
9625/11031 correct=3678 acc=0.382
9650/11031 correct=3678 acc=0.381
9675/11031 correct=3678 acc=0.380
9700/11031 correct=3678 acc=0.379
9725/11031 correct=3678 acc=0.378
9750/11031 correct=3678 acc=0.377
9775/11031 correct=3678 acc=0.376
9800/11031 correct=3678 acc=0.375
9825/11031 correct=3678 acc=0.374
9850/11031 correct=3679 acc=0.374
9875/11031 correct=3680 acc=0.373
9900/11031 correct=3681 acc=0.372
9925/11031 correct=3682 acc=0.371
9950/11031 correct=3686 acc=0.370
9975/11031 correct=3686 acc=0.370
10000/11031 correct=3689 acc=0.369
10025/11031 correct=3692 acc=0.368
10050/11031 correct=3692 acc=0.367
10075/11031 correct=3692 acc=0.366
10100/11031 correct=3692 acc=0.366
10125/11031 correct=3692 acc=0.365
10150/11031 correct=3692 acc=0.364
10175/11031 correct=3692 acc=0.363
10200/11031 correct=3692 acc=0.362
10225/11031 correct=3692 acc=0.361
10250/11031 correct=3692 acc=0.360
10275/11031 correct=3692 acc=0.359
10300/11031 correct=3692 acc=0.358
10325/11031 correct=3692 acc=0.358
10350/11031 correct=3693 acc=0.357
10375/11031 correct=3693 acc=0.356
10400/11031 correct=3693 acc=0.355
10425/11031 correct=3693 acc=0.354
10450/11031 correct=3693 acc=0.353
10475/11031 correct=3693 acc=0.353
10500/11031 correct=3693 acc=0.352
10525/11031 correct=3693 acc=0.351
10550/11031 correct=3693 acc=0.350
10575/11031 correct=3693 acc=0.349
10600/11031 correct=3693 acc=0.348
10625/11031 correct=3693 acc=0.348
10650/11031 correct=3694 acc=0.347
10675/11031 correct=3695 acc=0.346
10700/11031 correct=3695 acc=0.345
10725/11031 correct=3695 acc=0.345
10750/11031 correct=3696 acc=0.344
10775/11031 correct=3697 acc=0.343
10800/11031 correct=3698 acc=0.342
10825/11031 correct=3698 acc=0.342
10850/11031 correct=3699 acc=0.341
10875/11031 correct=3700 acc=0.340
10900/11031 correct=3700 acc=0.339
10925/11031 correct=3700 acc=0.339
10950/11031 correct=3700 acc=0.338
10975/11031 correct=3700 acc=0.337
11000/11031 correct=3700 acc=0.336
11025/11031 correct=3700 acc=0.336
11031/11031 correct=3701 acc=0.336
{
  "started_at": "2026-07-06T15:01:14.029307+00:00",
  "finished_at": "2026-07-06T19:02:58.854822+00:00",
  "base_url": "http://127.0.0.1:8888/v1",
  "model": "SubTokenLLM",
  "prompt_strategy": "chain_of_draft",
  "prompt_strategy_description": "Chain-of-Draft: very short scratch reasoning before final answer.",
  "prompt_template": "{input}\n\nUse Chain-of-Draft: write only terse intermediate notes, no full sentences, then give the answer.\nEnd with exactly one line in this format: The final answer is: <answer>",
  "self_consistency_k": 1,
  "system_messages_sent": 0,
  "request_message_shape": [
    {
      "role": "user",
      "content": "<benchmark prompt>"
    }
  ],
  "limit_per_task": null,
  "parallel": 2,
  "max_tokens": 192,
  "temperature": 0.0,
  "benchmarks": [
    {
      "benchmark": "bbeh",
      "correct": 141,
      "total": 4520,
      "micro_accuracy": 0.031194690265486727,
      "macro_accuracy": 0.03297101449275362,
      "harmonic_task_accuracy": 0.0,
      "tasks": 23
    },
    {
      "benchmark": "bbh",
      "correct": 3560,
      "total": 6511,
      "micro_accuracy": 0.5467670096759331,
      "macro_accuracy": 0.5524899257706979,
      "harmonic_task_accuracy": 0.0,
      "tasks": 27
    }
  ],
  "tasks": [
    {
      "benchmark": "bbeh",
      "task": "bbeh_boardgame_qa",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_boolean_expressions",
      "correct": 2,
      "total": 200,
      "accuracy": 0.01
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_buggy_tables",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_causal_understanding",
      "correct": 43,
      "total": 200,
      "accuracy": 0.215
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_disambiguation_qa",
      "correct": 16,
      "total": 120,
      "accuracy": 0.13333333333333333
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_dyck_languages",
      "correct": 5,
      "total": 200,
      "accuracy": 0.025
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_geometric_shapes",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_hyperbaton",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_linguini",
      "correct": 1,
      "total": 200,
      "accuracy": 0.005
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_movie_recommendation",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_multistep_arithmetic",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_nycc",
      "correct": 6,
      "total": 200,
      "accuracy": 0.03
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_counting",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_object_properties",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sarc_triples",
      "correct": 45,
      "total": 200,
      "accuracy": 0.225
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_shuffled_objects",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_spatial_reasoning",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_sportqa",
      "correct": 14,
      "total": 200,
      "accuracy": 0.07
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_temporal_sequence",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_time_arithmetic",
      "correct": 1,
      "total": 200,
      "accuracy": 0.005
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_web_of_lies",
      "correct": 0,
      "total": 200,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_word_sorting",
      "correct": 6,
      "total": 200,
      "accuracy": 0.03
    },
    {
      "benchmark": "bbeh",
      "task": "bbeh_zebra_puzzles",
      "correct": 2,
      "total": 200,
      "accuracy": 0.01
    },
    {
      "benchmark": "bbh",
      "task": "boolean_expressions",
      "correct": 216,
      "total": 250,
      "accuracy": 0.864
    },
    {
      "benchmark": "bbh",
      "task": "causal_judgement",
      "correct": 96,
      "total": 187,
      "accuracy": 0.5133689839572193
    },
    {
      "benchmark": "bbh",
      "task": "date_understanding",
      "correct": 156,
      "total": 250,
      "accuracy": 0.624
    },
    {
      "benchmark": "bbh",
      "task": "disambiguation_qa",
      "correct": 128,
      "total": 250,
      "accuracy": 0.512
    },
    {
      "benchmark": "bbh",
      "task": "dyck_languages",
      "correct": 6,
      "total": 250,
      "accuracy": 0.024
    },
    {
      "benchmark": "bbh",
      "task": "formal_fallacies",
      "correct": 27,
      "total": 250,
      "accuracy": 0.108
    },
    {
      "benchmark": "bbh",
      "task": "geometric_shapes",
      "correct": 40,
      "total": 250,
      "accuracy": 0.16
    },
    {
      "benchmark": "bbh",
      "task": "hyperbaton",
      "correct": 237,
      "total": 250,
      "accuracy": 0.948
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_five_objects",
      "correct": 29,
      "total": 250,
      "accuracy": 0.116
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_seven_objects",
      "correct": 1,
      "total": 250,
      "accuracy": 0.004
    },
    {
      "benchmark": "bbh",
      "task": "logical_deduction_three_objects",
      "correct": 218,
      "total": 250,
      "accuracy": 0.872
    },
    {
      "benchmark": "bbh",
      "task": "movie_recommendation",
      "correct": 35,
      "total": 250,
      "accuracy": 0.14
    },
    {
      "benchmark": "bbh",
      "task": "multistep_arithmetic_two",
      "correct": 228,
      "total": 250,
      "accuracy": 0.912
    },
    {
      "benchmark": "bbh",
      "task": "navigate",
      "correct": 163,
      "total": 250,
      "accuracy": 0.652
    },
    {
      "benchmark": "bbh",
      "task": "object_counting",
      "correct": 240,
      "total": 250,
      "accuracy": 0.96
    },
    {
      "benchmark": "bbh",
      "task": "penguins_in_a_table",
      "correct": 123,
      "total": 146,
      "accuracy": 0.8424657534246576
    },
    {
      "benchmark": "bbh",
      "task": "reasoning_about_colored_objects",
      "correct": 240,
      "total": 250,
      "accuracy": 0.96
    },
    {
      "benchmark": "bbh",
      "task": "ruin_names",
      "correct": 177,
      "total": 250,
      "accuracy": 0.708
    },
    {
      "benchmark": "bbh",
      "task": "salient_translation_error_detection",
      "correct": 127,
      "total": 250,
      "accuracy": 0.508
    },
    {
      "benchmark": "bbh",
      "task": "snarks",
      "correct": 122,
      "total": 178,
      "accuracy": 0.6853932584269663
    },
    {
      "benchmark": "bbh",
      "task": "sports_understanding",
      "correct": 123,
      "total": 250,
      "accuracy": 0.492
    },
    {
      "benchmark": "bbh",
      "task": "temporal_sequences",
      "correct": 160,
      "total": 250,
      "accuracy": 0.64
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_five_objects",
      "correct": 151,
      "total": 250,
      "accuracy": 0.604
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_seven_objects",
      "correct": 0,
      "total": 250,
      "accuracy": 0.0
    },
    {
      "benchmark": "bbh",
      "task": "tracking_shuffled_objects_three_objects",
      "correct": 243,
      "total": 250,
      "accuracy": 0.972
    },
    {
      "benchmark": "bbh",
      "task": "web_of_lies",
      "correct": 199,
      "total": 250,
      "accuracy": 0.796
    },
    {
      "benchmark": "bbh",
      "task": "word_sorting",
      "correct": 75,
      "total": 250,
      "accuracy": 0.3
    }
  ]
}
